ind_group_bls,unemp_renter_adj
15000000,1.7655768713978968
20000000,1.267559623385847
30000000,1.3668372721175355
40000000,1.3130362848677786
50000000,1.4407225863415525
55000000,1.7335463930855433
60000000,1.3534385052280689
65000000,1.5637355934734605
70000000,1.0155795339578577
80000000,0.9244136525824657
90000000,1.7883364658491683
