county_name,pop_num_est,pop_num_moe_90,wage_earners_num_est,wage_earners_num_moe_90,risk_earners_num_est,risk_earners_num_moe_90,risk_earners_pct_est,risk_earners_pct_moe_90
McLean,48249,5201.351416173602,23848,3550.3768484714565,1857,979.1374167129043,0.07786816504528682,0.03957474186323168
