county_name,type,renter_households_est,renter_households_moe_90,lost_wages_agg_monthly_est,lost_wages_agg_monthly_moe_90,ui_benefits_reg_agg_monthly_est,ui_benefits_reg_agg_monthly_moe_90,ui_benefits_extra300_agg_monthly_est,ui_benefits_extra300_agg_monthly_moe_90,ui_benefits_all300_agg_monthly_est,ui_benefits_all300_agg_monthly_moe_90,rent_monthly_tot_est,rent_monthly_tot_moe_90,rent_monthly_avg_est,rent_monthly_avg_moe_90,renter_hh_ui_pct_est,renter_hh_ui_pct_moe_90,renter_hh_noui_pct_est,renter_hh_noui_pct_moe_90,sevburden_pct_est,sevburden_pct_moe_90,lt80ami_pct_est,lt80ami_pct_moe_90
McLean,sevburden_pct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19753011113212166,0.18602693630593387,NA,NA
McLean,sevburden,408.5,455.92956382942623,262058.33333333334,281371.5235989025,67898,96065.56311520663,289800,450043.6390677674,357698,545455.3149761758,618632.5,880391.853725634,1230.693339152785,607.3095540797142,NA,NA,NA,NA,NA,NA,NA,NA
McLean,lt80ami_pct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.208233787499551,0.19839265333546666
McLean,lt80ami,371.5,363.0872937829589,1000875,934089.5042535767,297036,371597.6905049253,314400,401306.0510733819,611436,772870.0508321095,372620,392315.89713205176,988.357628682219,176.46419533664493,NA,NA,NA,NA,NA,NA,NA,NA
McLean,all_ui_pct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05846351380269634,0.03833025322232161,0.018296597474855552,0.012476074771536415,NA,NA,NA,NA
McLean,all_ui,1366,901.916550911692,2073354.1666666665,1260968.3031475325,855330,540396.5702875871,1639200,1082299.8610940296,2494530,1561838.7815206419,1642974,1310553.4200243666,1140.2764310762002,276.7165567668146,NA,NA,NA,NA,NA,NA,NA,NA
McLean,all_noui,427.5,274.43979747446895,570337.5,486612.629254417,0,0,0,0,0,0,344958.5,224075.5738174147,796.8779681899641,187.89651384528395,NA,NA,NA,NA,NA,NA,NA,NA
McLean,all,1793.5,936.9655209175853,2643691.666666667,1347413.5809323122,855330,546753.9749014238,1639200,1092634.8164468003,2494530,1580097.3833091822,1987932.5,1324186.6482382617,1056.7889264028422,240.24991957814723,NA,NA,NA,NA,NA,NA,NA,NA
